,0,1,2,3
EX_acglu_e,0.0,0.0,0.0,74.90185133703619
EX_alagly_e,0.0,0.0,134.2578370622212,0.0
EX_ca2_e,0.0005205,0.0005205,0.0005205,0.0005205
EX_cl_e,0.0005205,0.0005205,0.0005205,0.0005205
EX_cobalt2_e,1e-05,1e-05,1e-05,1e-05
EX_cu2_e,7.09e-05,7.09e-05,7.09e-05,7.09e-05
EX_fe2_e,0.0014522999999826425,0.0,0.0,0.0
EX_glyc3p_e,0.09860929999990446,0.09860929999706514,0.09860929999803152,0.09860929999820836
EX_glyglygln_e,77.45802516666645,0.0,0.0,0.0
EX_h2o2_e,0.0,0.0,0.0,814.9796734074092
EX_istfrnA_e,0.0,21.70269710131699,0.0,0.0014523000000295579
EX_istfrnB_e,0.0,0.0,0.0014523000001278978,0.0
EX_k_e,0.019519300000000003,0.019519300000000003,0.019519300000000003,0.019519300000000003
EX_mg2_e,0.0008675000000000001,0.0008675000000000001,0.0008675000000000001,0.0008675000000000001
EX_mn2_e,6.91e-05,6.91e-05,6.91e-05,6.91e-05
EX_o2_e,500.0168377,1000.0,500.0168377,0.0
EX_pnto__R_e,5.759999999999446e-05,5.7599999999963236e-05,5.759999999998405e-05,5.759999999997885e-05
EX_ptrc_e,0.0,223.03390504342406,0.0,0.0
EX_s_e,0.02462879999998796,0.04925759999999993,0.02462879999999794,0.024628799999614207
EX_so4_e,0.00043380000000000003,0.00043380000000000003,0.00043380000000000003,0.00043380000000000003
EX_zn2_e,3.41e-05,3.41e-05,3.41e-05,3.41e-05
