exchange,diff
EX_ala_L_Thr__L_e,0.005991880348664047
EX_gly_phe__L_e,0.0059145683383894365
EX_g3pe_e,0.005298152345586282
EX_phe__L_e,0.005296847871858135
EX_tyr__L_e,0.00477982316208847
EX_asn__L_e,0.004766793523354185
EX_gly_tyr__L_e,0.004550337089396783
EX_glyser_e,0.004061539848919327
EX_gam_e,0.0039491370701454365
EX_ile__L_e,0.003823599600528471
EX_acgam_e,0.0037282593984444556
EX_glymet_e,0.0035447210165128196
EX_gly_met__L_e,0.0035447210164955
EX_alatrp_e,0.0034263441414222884
EX_trp__L_e,0.003426344141419957
EX_metsox_R__L_e,0.003205116717974743
EX_metsox_S__L_e,0.003205116717955092
EX_LalaDgluMdapDala_e,0.003066677719532618
EX_met__L_e,0.0030354701526145167
EX_met_L_ala__L_e,0.0030354701525990846
EX_met__D_e,0.0030354701525846517
EX_acald_e,0.0009532634983133725
EX_drib_e,0.0009532634983098198
EX_no3_e,0.000902221099544076
EX_h2s_e,0.0008394576175592139
EX_cgly_e,0.0008059404270810422
EX_fe3_e,8.080384787045869e-05
EX_fe3pyovd_kt_e,8.080384785669192e-05
EX_abg4_e,3.206336511696328e-05
EX_4abzglu_e,3.0970234534910546e-05
EX_thm_e,2.9391275803813954e-05
EX_4ahmmp_e,1.2387677020164745e-05
EX_xyl__D_e,5.206945985491984e-14
EX_ala_L_leu__L_e,5.040412531798211e-14
EX_inost_e,4.773959005888173e-14
EX_istfrnB_e,4.773959005888173e-14
EX_lac__D_e,4.773959005888173e-14
EX_istfrnA_e,4.773959005888173e-14
EX_salchs4fe_e,3.752553823233029e-14
EX_pyovd_kt_e,3.752553823233029e-14
EX_pyr_e,3.752553823233029e-14
EX_3mb_e,3.68594044175552e-14
EX_3hpppn_e,3.68594044175552e-14
EX_5drib_e,3.6415315207705135e-14
EX_ac_e,3.6415315207705135e-14
EX_5dglcn_e,3.6415315207705135e-14
EX_thym_e,3.6193270602780103e-14
EX_dca_e,3.186340080674199e-14
EX_co2_e,3.186340080674199e-14
EX_4crsol_e,3.186340080674199e-14
EX_cu_e,3.186340080674199e-14
EX_cyan_e,3.186340080674199e-14
EX_ddca_e,3.186340080674199e-14
EX_ptrc_e,3.1308289294429414e-14
EX_lipoate_e,2.9976021664879227e-14
EX_leuleu_e,2.9976021664879227e-14
EX_lnlc_e,2.9976021664879227e-14
EX_hdcea_e,2.942091015256665e-14
EX_tcynt_e,2.8976820942716586e-14
EX_taur_e,2.8976820942716586e-14
EX_actn__R_e,2.864375403532904e-14
EX_ind3ac_e,2.853273173286652e-14
EX_ttdcea_e,2.7644553313166398e-14
EX_anhgm_e,2.7533531010703882e-14
EX_stfrnB_e,2.6867397195928788e-14
EX_stfrnA_e,2.6867397195928788e-14
EX_chol_e,2.6645352591003757e-14
EX_tsul_e,2.55351295663786e-14
EX_abt__L_e,2.4091839634365897e-14
EX_lac__L_e,2.3647750424515834e-14
EX_ocdca_e,2.3647750424515834e-14
EX_leu__L_e,2.3647750424515834e-14
EX_octa_e,2.3647750424515834e-14
EX_ocdcea_e,2.3647750424515834e-14
EX_ala__L_e,2.3203661214665772e-14
EX_arbt6p_e,2.220446049250313e-14
EX_arbt_e,2.220446049250313e-14
EX_bmn_e,2.1094237467877974e-14
EX_no2_e,2.0761170560490427e-14
EX_n2o_e,2.0761170560490427e-14
EX_mnl_e,2.0761170560490427e-14
EX_mobd_e,2.0761170560490427e-14
EX_gthrd_e,1.965094753586527e-14
EX_aso3_e,1.9539925233402755e-14
EX_gly_leu__L_e,1.9539925233402755e-14
EX_ppap_e,1.942890293094024e-14
EX_ppa_e,1.942890293094024e-14
EX_pime_e,1.942890293094024e-14
EX_mnl1p_e,1.9095836023552692e-14
EX_ala__D_e,1.8984813721090177e-14
EX_glygly_e,1.8540724511240114e-14
EX_enter_e,1.8540724511240114e-14
EX_melib_e,1.8207657603852567e-14
EX_pheme_e,1.8096635301390052e-14
EX_ala_B_e,1.709743457922741e-14
EX_acysbmn_e,1.709743457922741e-14
EX_ala_L_glu__L_e,1.709743457922741e-14
EX_ala_L_asp__L_e,1.709743457922741e-14
EX_but_e,1.63202784619898e-14
EX_peamn_e,1.3211653993039363e-14
EX_hxa_e,1.2989609388114332e-14
EX_salchs4_e,1.2656542480726785e-14
EX_LalaLglu_e,1.2434497875801753e-14
EX_glyclt_e,1.199040866595169e-14
EX_glyb_e,1.199040866595169e-14
EX_feenter_e,1.1879386363489175e-14
EX_so3_e,1.099120794378905e-14
EX_4hphac_e,1.0436096431476471e-14
EX_hdca_e,1.0325074129013956e-14
EX_val__L_e,1.021405182655144e-14
