model,medium,doubling_time [min],growth_value,complete
iCstr1054FB23,LB,57.823951783569846,0.719231902192714,True
iCstr1197FB23,LB,59.67999088948053,0.6968638938067827,True
iCstr1115FB23,LB,50.33647865242004,0.826216532164934,True
iCstr1116FB23,LB,50.62443366153196,0.8215169598074707,EX_nmn_e
KC_Na_01,LB,27.682989245440137,1.5023244225855092,EX_cit_e
iCstr1054FB23,M9,75.80515258921106,0.5486280208281756,True
iCstr1197FB23,M9,75.18930666754245,0.553121616315551,"EX_ala_B_e, EX_cgly_e"
iCstr1115FB23,M9,74.42379457475845,0.5588109430757509,"EX_cgly_e, EX_pnto__R_e"
iCstr1116FB23,M9,inf,0.0,"EX_nmn_e, EX_pnto__R_e"
KC_Na_01,M9,46.81581083984173,0.8883501126547468,"EX_cit_e, EX_cmp_e, EX_ncam_e, EX_pnto__R_e"
iCstr1054FB23,SNM3,63.47756297402682,0.6551737162722151,True
iCstr1197FB23,SNM3,63.269144420367404,0.6573319619635725,True
iCstr1115FB23,SNM3,56.20027628042825,0.7400111456049911,True
iCstr1116FB23,SNM3,53.88541260594831,0.7718012876272531,EX_nmn_e
KC_Na_01,SNM3,28.51221018471888,1.4586323039904585,EX_cmp_e
iCstr1054FB23,RPMI,60.018016799064014,0.6929391048163607,"EX_cobalt2_e, EX_cu2_e, EX_istfrnB_e, EX_mn2_e, EX_zn2_e"
iCstr1197FB23,RPMI,61.91412975986793,0.6717179260194358,"EX_cobalt2_e, EX_cu2_e, EX_istfrnB_e, EX_mn2_e, EX_zn2_e"
iCstr1115FB23,RPMI,55.771298747719904,0.7457031083626503,"EX_cobalt2_e, EX_cu2_e, EX_istfrnB_e, EX_mn2_e, EX_zn2_e"
iCstr1116FB23,RPMI,52.63825837197864,0.7900875165682922,"EX_cobalt2_e, EX_cu2_e, EX_istfrnA_e, EX_mn2_e, EX_nmn_e, EX_zn2_e"
KC_Na_01,RPMI,inf,0.0,"EX_cit_e, EX_mn2_e, EX_cobalt2_e, EX_zn2_e, EX_cmp_e, EX_fe2_e"
iCstr1054FB23,CGXlab,75.81617006462481,0.5485482951479465,EX_cobalt2_e
iCstr1197FB23,CGXlab,75.20032414295646,0.5530405793801632,"EX_ala_B_e, EX_cgly_e, EX_cobalt2_e"
iCstr1115FB23,CGXlab,74.4348120501725,0.5587282306236486,"EX_cgly_e, EX_cobalt2_e, EX_pnto__R_e"
iCstr1116FB23,CGXlab,inf,0.0,"EX_cobalt2_e, EX_nmn_e, EX_pnto__R_e"
KC_Na_01,CGXlab,46.838273013533964,0.8879240876703457,"EX_cit_e, EX_cobalt2_e, EX_cmp_e, EX_ncam_e, EX_pnto__R_e"
