	Cstr_1197
EX_enter_e	0.2418698989298325
EX_fe3pyovd_kt_e	0.2418698989298082
EX_feenter_e	0.24186989892979957
EX_for_e	0.4112487513845416
EX_fru_e	12.6869354502338
EX_fum_e	0.3243384707411959
EX_g3pe_e	0.24740222645455295
EX_gal_e	11.087327941899702
EX_gam_e	0.24463111439789859
EX_glc__D_e	12.686935450236446
EX_glcn__D_e	4.208896189379274
EX_glcur_e	4.764237623339467
EX_gln__L_e	0.2564400151415644
EX_glu__L_e	0.32433847074119493
EX_gly_asn__L_e	0.25169073812672804
EX_gly_asp__L_e	0.24967102236444733
EX_gly_e	0.31725729922692575
EX_gly_gln__L_e	0.2721032943754644
EX_gly_glu__L_e	0.26475883042018516
EX_gly_leu__L_e	0.2428992373624248
EX_gly_met__L_e	0.2431277521398725
EX_gly_pro__L_e	0.2578678374180244
EX_gly_tyr__L_e	0.24445595670535894
EX_glyald_e	12.02624863037438
EX_glyb_e	0.25383204317624486
EX_glyc3p_e	0.2486233054224031
EX_glyc_e	0.7201108322580705
EX_glyclt_e	0.3125523488556948
EX_glygln_e	0.27210329437544106
EX_glyglu_e	0.2647588304202287
EX_glygly_e	0.24186989892981275
EX_glyglygln_e	0.2846424226531316
EX_glymet_e	0.24312775213987084
EX_gly_phe__L_e	0.24532042130895984
EX_glyser_e	0.2418698989298301
EX_gthrd_e	0.24186989892982455
EX_gua_e	0.24786462235261647
EX_hdca_e	0.2418698989297967
EX_hdcea_e	0.24186989892982214
EX_his__L_e	0.277373833512766
EX_hisgly_e	0.29140958554768737
EX_hishis_e	0.3143639273917396
EX_hxa_e	0.24186989892979668
EX_hxan_e	0.2505327111833694
EX_ile__L_e	0.24630894036253265
EX_ind3ac_e	0.2418698989298068
EX_inost_e	0.24186989892980096
EX_istfrnA_e	0.24186989892980096
EX_istfrnB_e	0.24186989892980096
EX_lac__D_e	0.24186989892980082
EX_lac__L_e	0.2945456223895848
EX_lcts_e	10.293956859010693
EX_leu__L_e	0.2437141701584934
EX_leuleu_e	0.24312095077666634
EX_lipoate_e	0.24186989892982766
EX_lnlc_e	0.2418698989298106
EX_lys__L_e	0.2492899961880529
EX_lysglugly_e	0.26771233498435937
EX_mal__L_e	0.324338470741184
EX_malt_e	12.68693545023338
EX_malthp_e	15.46972844242448
EX_man_e	12.686935450204084
EX_melib_e	0.2418698989298174
EX_met_L_ala__L_e	0.2432542574015446
EX_met__D_e	0.24300137838886793
EX_met__L_e	0.24300137838886426
EX_metsox_R__L_e	0.24302664262803975
EX_metsox_S__L_e	0.243026642628065
EX_mnl1p_e	0.2418698989298184
EX_mnl_e	0.2418698989297964
EX_ocdca_e	0.2418698989297964
EX_ocdcea_e	0.2418698989297964
EX_octa_e	0.2418698989297964
EX_orn__L_e	0.3019101100040812
EX_peamn_e	0.24186989892981664
EX_phe__L_e	0.24516566290927355
EX_pheme_e	0.2418698989298197
EX_pime_e	0.24186989892980956
EX_pnto__R_e	0.2418753279489217
EX_ppa_e	0.24186989892981997
EX_ppap_e	0.24186989892982322
EX_pro__L_e	0.30191011000410434
EX_progly_e	0.25786783741801
EX_prohisglu_e	0.3029387050194935
EX_ptrc_e	0.24237477544624203
EX_pyovd_kt_e	0.24186989892982677
EX_pyr_e	0.2837407222874719
EX_raffin_e	11.087327941921973
EX_rib__D_e	5.142709212367556
EX_salchs4_e	0.24186989892980076
EX_salchs4fe_e	0.2418698989299828
EX_sbt__D_e	5.806921185505251
EX_ser__D_e	0.4593102490337261
EX_ser__L_e	0.45931024903372514
EX_serglugly_e	0.2900595286995545
EX_skm_e	0.2470556099415451
EX_stfrnA_e	0.24186989892978417
EX_stfrnB_e	0.24186989892978125
EX_succ_e	0.2558542253141825
EX_sucr_e	12.686935450233136
EX_tag160_e	0.7201108322582662
EX_tag180_e	0.7201108322582846
EX_tag181d9_e	0.7201108322582251
EX_tag182d9d12_e	0.7201108322582602
EX_taur_e	0.24186989893036737
EX_tcynt_e	0.24186989892980695
EX_thm_e	0.24188352524152645
EX_thr__L_e	0.3234016726812942
EX_thym_e	0.2418698989301665
EX_tre_e	12.686935450232873
EX_trp__L_e	0.2435909317721774
EX_ttdcea_e	0.24186989892982413
EX_tyr__L_e	0.24461655296674578
EX_ura_e	0.24641542594297441
EX_urea_e	0.24186989892981073
EX_val__L_e	0.24474510121653714
EX_xyl__D_e	0.2418698989298123
EX_34dhbz_e	0.2418698989298308
