	Cstr_16
EX_gly_phe__L_e	0.3090418155308681
EX_glyser_e	0.30784707081569435
EX_gthrd_e	0.30501891693825206
EX_gua_e	0.31555371348070466
EX_hdca_e	0.305018916938336
EX_his__L_e	0.3083925881284441
EX_hisgly_e	0.31060499183872264
EX_hishis_e	0.31937824622269195
EX_hxa_e	0.30501891693815997
EX_hxan_e	0.31926029615076584
EX_ile__L_e	0.30710863995993015
EX_ind3ac_e	0.30501891693826805
EX_indole_e	0.3050189169384511
EX_inost_e	0.3050189169384511
EX_istfrnA_e	0.3050189169384511
EX_istfrnB_e	0.3050189169384511
EX_lac__D_e	0.3050189169384511
EX_lac__L_e	0.31838789722062677
EX_lcts_e	11.406450335198468
EX_leu__L_e	0.30576925545854
EX_leuleu_e	0.305018916938231
EX_lipoate_e	0.30501891693825933
EX_lnlc_e	0.30501891693825933
EX_lys__L_e	0.30766419580616905
EX_lysglugly_e	0.30749027982043786
EX_mal__L_e	0.32915704430046655
EX_malt_e	13.036019826382214
EX_malthp_e	15.881642668658523
EX_man_e	13.036019826382208
EX_melib_e	0.30501891693822814
EX_met_L_ala__L_e	0.3060194152313423
EX_met__D_e	0.3059164980552854
EX_met__L_e	0.30591649805542304
EX_metsox_R__L_e	0.30599367944590383
EX_metsox_S__L_e	0.30599367944590383
EX_mnl_e	6.569154630129143
EX_ocdca_e	0.3050189169383055
EX_ocdcea_e	0.30501891693836847
EX_octa_e	0.30501891693836847
EX_orn__L_e	0.30501891693836847
EX_pacald_e	0.30501891693836847
EX_peamn_e	0.30501891693836847
EX_phe__L_e	0.30863160542959195
EX_pheme_e	0.3050189169383055
EX_pnto__R_e	0.30501891693836847
EX_ppa_e	0.30501891693836847
EX_pro__L_e	0.30501891693836847
EX_progly_e	0.30501891693836847
EX_prohisglu_e	0.3084891556907624
EX_ptrc_e	0.30501891693819144
EX_pyovd_kt_e	0.30501891693836847
EX_pyr_e	0.3183878972202326
EX_raffin_e	11.406450335198466
EX_rib__D_e	5.335634605713201
EX_ribflv_e	0.30505989806156486
EX_salc_e	0.3050189169381823
EX_salchs4_e	0.3050189169382484
EX_salchs4fe_e	0.3050189169382484
EX_sbt__D_e	6.569154630129123
EX_ser__L_e	0.46970447205461474
EX_serglugly_e	0.30870577240332714
EX_skm_e	0.31082410597441945
EX_spmd_e	0.3050189169382383
EX_stfrnA_e	0.3050189169382383
EX_stfrnB_e	0.3050189169382383
EX_succ_e	0.3050189169382383
EX_sucr_e	13.036019826382313
EX_tag160_e	0.8902444388034764
EX_tag180_e	0.8902444388034803
EX_tag181d9_e	0.8902444388034781
EX_tag182d9d12_e	0.8902444388034737
EX_taur_e	0.30501891693820166
EX_tcynt_e	0.30501891693825994
EX_thm_e	0.30503655303403937
EX_thr__L_e	0.3359488420462814
EX_tol_e	0.30501891693819644
EX_tre_e	13.036019826382178
EX_trp__L_e	0.30729278890833256
EX_tyr__L_e	0.3081602068907237
EX_ura_e	0.30723316241749127
EX_urea_e	0.30501891693819666
EX_val__L_e	0.3061845742649804
EX_xtsn_e	0.31520810356174844
EX_xyl__D_e	0.3050189169382558
